Column1,Column2,Column9,Column14
3026051,Châtillon-sur-Marne,FR,51136
3026053,Châtillon-sur-Indre,FR,36045
3026054,Châtillon-sur-Colmont,FR,53064
3026055,Châtillon-sur-Cluses,FR,74064
3026056,Châtillon-sur-Cher,FR,41043
3026057,Châtillon-sur-Chalaronne,FR,01093
3026062,Châtillon-Saint-Jean,FR,26087
3026065,Châtillon-le-Duc,FR,25133
3026067,Châtillon-la-Palud,FR,01092
3026070,Châtillon-en-Vendelais,FR,35072
3026071,Châtillon-en-Dunois,FR,28012
3026072,Châtillon-en-Diois,FR,26086
3026073,Châtillon-en-Bazois,FR,58065
3026074,Châtillon-en-Michaille,FR,01033
3026075,Châtillon,FR,69050
3026076,Châtillon-Coligny,FR,45085
3026083,Châtillon,FR,92020
3026089,Châtillon,FR,73085
3026094,Châtenoy-le-Royal,FR,71118
3026095,Châtenoy-en-Bresse,FR,71117
3026098,Châtenois-les-Forges,FR,90022
3026099,Châtenois,FR,88095
3026100,Châtenois,FR,67073
3026107,Châtenay-sur-Seine,FR,77101
3026108,Châtenay-Malabry,FR,92019
3026123,Châtelus-Malvaleix,FR,23057
3026130,Châtel-sur-Moselle,FR,88094
3026131,Châtel-Saint-Germain,FR,57134
3026141,Châtellerault,FR,86066
3026145,Châtel-Guyon,FR,63103
3026153,Châteldon,FR,63102
3026154,Châtel-de-Neuvre,FR,03065
3026157,Châtel-Censoir,FR,89091
3026160,Châtelaudren,FR,22206
3026169,Châtelais,FR,49331
3026172,Châtelaillon-Plage,FR,17094
3026177,Châtel,FR,74063
3026183,Châteauvillain,FR,52114
3026184,Châteauvilain,FR,38091
3026185,Châteauvieux,FR,41042
3026194,Château-Thierry,FR,02168
3026196,Château-sur-Epte,FR,27152
3026200,Château-Salins,FR,57132
3026204,Châteauroux,FR,36044
3026205,Châteauroux-les-Alpes,FR,05036
3026208,Château-Renault,FR,37063
3026210,Château-Renard,FR,45083
3026211,Châteaurenard,FR,13027
3026216,Château-Porcien,FR,08107
3026217,Châteauponsac,FR,87041
3026220,Châteauneuf-Val-de-Bargis,FR,58064
3026221,Châteauneuf-sur-Sarthe,FR,49080
3026222,Châteauneuf-sur-Loire,FR,45082
3026223,Châteauneuf-sur-Cher,FR,18058
3026224,Châteauneuf-sur-Charente,FR,16090
3026227,Châteauneuf-les-Martigues,FR,13026
3026229,Châteauneuf-le-Rouge,FR,13025
3026230,Châteauneuf-la-Forêt,FR,87040
3026231,Châteauneuf-en-Thymerais,FR,28089
3026232,Châteauneuf-du-Rhône,FR,26085
3026233,Châteauneuf-du-Pape,FR,84037
3026234,Châteauneuf-du-Faou,FR,29027
3026236,Châteauneuf-sur-Isère,FR,26084
3026237,Châteauneuf-d'Ille-et-Vilaine,FR,35070
3026239,Châteauneuf-de-Randon,FR,48043
3026241,Châteauneuf-de-Galaure,FR,26083
3026242,Châteauneuf-de-Gadagne,FR,84036
3026250,Châteauneuf,FR,85062
3026253,Châteauneuf,FR,73079
3026254,Châteauneuf,FR,42053
3026256,Châteauneuf-Grasse,FR,06038
3026258,Châteaumeillant,FR,18057
3026262,Châteaulin,FR,29026
3026266,Château-la-Vallière,FR,37062
3026267,Château-Larcher,FR,86065
3026268,Château-Landon,FR,77099
3026271,Château-Guibert,FR,85061
3026273,Château-Gontier,FR,53062
3026275,Châteaugiron,FR,35069
3026276,Châteaugay,FR,63099
3026277,Château-Garnier,FR,86064
3026280,Château-Gaillard,FR,01089
3026281,Châteaufort,FR,78143
3026285,Châteaudun,FR,28088
3026286,Château-du-Loir,FR,72071
3026288,Châteaudouble,FR,26081
3026291,Château-d'Olonne,FR,85194
3026298,Château-Chinon(Ville),FR,58062
3026299,Château-Chervix,FR,87039
3026303,Châteaubriant,FR,44036
3026306,Châteaubourg,FR,35068
3026310,Châteaubernard,FR,16089
3026337,Chastel-Nouvel,FR,48042
3026343,Chasteaux,FR,19049
3026352,Chassors,FR,16088
3026359,Chassigny-sous-Dun,FR,71110
3026366,Chassignolles,FR,36043
3026374,Chassieu,FR,69271
3026375,Chassiers,FR,07058
3026384,Chasse-sur-Rhône,FR,38087
3026390,Chassenon,FR,16086
3026391,Chasseneuil-du-Poitou,FR,86062
3026393,Chasseneuil,FR,36042
3026394,Chasseneuil-sur-Bonnieure,FR,16085
3026398,Chassenard,FR,03063
3026399,Chassemy,FR,02167
3026400,Chasselay,FR,69049
3026416,Chassal,FR,39339
3026419,Chassagny,FR,69179
3026436,Chaspuzac,FR,43062
3026437,Chaspinhac,FR,43061
3026438,Chasné-sur-Illet,FR,35067
3026441,Chasnais,FR,85058
3026447,Charvonnex,FR,74062
3026451,Charvieu-Chavagneux,FR,38085
3026464,Chartrettes,FR,77096
3026465,Chartres-de-Bretagne,FR,35066
3026467,Chartres,FR,28085
3026471,Chartainvilliers,FR,28084
3026472,Charsonville,FR,45081
3026474,Chars,FR,95142
3026478,Charroux,FR,86061
3026480,Charron,FR,17091
3026484,Charrin,FR,58060
3026499,Charrais,FR,86281
3026500,Charquemont,FR,25127
3026501,Charpont,FR,28082
3026502,Charpey,FR,26079
3026508,Chârost,FR,18055
3026512,Charols,FR,26078
3026515,Charolles,FR,71106
3026520,Charny,FR,77095
3026521,Charny,FR,89086
3026523,Charnoz-sur-Ain,FR,01088
3026528,Charnizay,FR,37061
3026532,Charnècles,FR,38084
3026534,Charnay-lès-Mâcon,FR,71105
3026538,Charnay,FR,69047
3026541,Charnas,FR,07056
3026553,Charmont-sous-Barbuise,FR,10084
3026574,Charmes-sur-Rhône,FR,07055
3026587,Charmes,FR,02165
3026588,Charmes,FR,88090
3026596,Charmeil,FR,03060
3026603,Charly-sur-Marne,FR,02163
3026604,Charly-Oradour,FR,57129
3026606,Charly,FR,69046
3026610,Charlieu,FR,42052
3026613,Charleville-Mézières,FR,08105
3026615,Charleval,FR,27151
3026616,Charleval,FR,13024
3026627,Chargey-lès-Gray,FR,70132
3026630,Chargé,FR,37060
3026637,Charenton-le-Pont,FR,94018
3026638,Charenton-du-Cher,FR,18052
3026641,Charentilly,FR,37059
3026648,Charentay,FR,69045
3026650,Charensat,FR,63094
3026690,Charcé-Saint-Ellier-sur-Aubance,FR,49050
3026691,Charbuy,FR,89083
3026696,Charbonnier-les-Mines,FR,63091
3026697,Charbonnières-les-Vieilles,FR,63093
3026698,Charbonnières-les-Varennes,FR,63092
3026700,Charbonnières-les-Bains,FR,69044
3026720,Charavines,FR,38082
3026728,Charantonnay,FR,38081
3026730,Charancieu,FR,38080
3026741,Chaptelat,FR,87038
3026748,Chappes,FR,63089
3026757,Chaponost,FR,69043
3026758,Chaponnay,FR,69270
3026765,Chapet,FR,78140
3026766,Chapeiry,FR,74061
3026768,Chapelle-Voland,FR,39104
3026773,La Chapelle-Montreuil,FR,86123
3026795,Chapdes-Beaufort,FR,63085
3026797,Chapareillan,FR,38075
3026802,Chaourse,FR,02160
3026804,Chaource,FR,10080
3026808,Chanzeaux,FR,49092
3026816,Chanu,FR,61093
3026818,Chantrigné,FR,53055
3026822,Chantraine,FR,88087
3026823,Chantonnay,FR,85051
3026824,Chantôme,FR,36070
3026827,Chantilly,FR,60141
3026842,Chantepie,FR,35055
3026844,Chantenay-Villedieu,FR,72059
3026846,Chantenay-Saint-Imbert,FR,58057
3026853,Chantemerle-les-Blés,FR,26072
3026862,Chanteloup-les-Vignes,FR,78138
3026863,Chanteloup-les-Bois,FR,49070
3026867,Chanteloup-en-Brie,FR,77085
3026870,Chanteloup,FR,35054
3026874,Chanteloup,FR,79069
3026887,Chantelle,FR,03053
3026888,Chanteix,FR,19042
3026890,Chanteheux,FR,54116
3026898,Chanteau,FR,45072
3026906,Chanoz-Châtenay,FR,01084
3026911,Chanos-Curson,FR,26071
3026912,Chanonat,FR,63084
3026919,Channay-sur-Lathan,FR,37055
3026925,Chaniers,FR,17086
3026927,Changy-les-Bois,FR,45332
3026932,Changy,FR,42049
3026934,Changis-sur-Marne,FR,77084
3026940,Changé,FR,53054
3026941,Changé,FR,72058
3026946,Chânes,FR,71084
3026948,Chaneins,FR,01083
3026953,Chandon,FR,42048
3026958,Chandai,FR,61092
3026965,Chancenay,FR,52104
3026969,Chancelade,FR,24102
3026971,Chanceaux-sur-Choisille,FR,37054
3026976,Chançay,FR,37052
3026978,Chanaz,FR,73073
3026979,Chanay,FR,01082
3026980,Chanat-la-Mouteyre,FR,63083
3026983,Chanas,FR,38072
3026986,Chanac-les-Mines,FR,19041
3026987,Chanac,FR,48039
3026989,Chamvres,FR,89079
3026990,Chamrousse,FR,38567
3026994,Champvert,FR,58055
3026999,Champvans,FR,39101
3027000,Champvallon,FR,89003
3027007,Champtocé-sur-Loire,FR,49068
3027008,Champtoceaux,FR,49069
3027010,Champtercier,FR,04047
3027011,Champ-sur-Drac,FR,38071
3027013,Champs-sur-Tarentaine-Marchal,FR,15038
3027014,Champs-sur-Marne,FR,77083
3027021,Champsecret,FR,61091
3027026,Champsac,FR,87036
3027030,Champs-sur-Yonne,FR,89077
3027062,Champniers-et-Reilhac,FR,24100
3027064,Champniers,FR,16078
3027066,Champnétery,FR,87035
3027069,Champmillon,FR,16077
3027073,Champlost,FR,89076
3027081,Champlitte-la-Ville,FR,70122
3027082,Champlitte,FR,70122
3027091,Champ-le-Duc,FR,88086
3027093,Champlay,FR,89075
3027098,Champlan,FR,91136
3027101,Champillon,FR,51119
3027103,Champigny,FR,89074
3027104,Champigny-sur-Veude,FR,37051
3027105,Champigny-sur-Marne,FR,94017
3027109,Champigny-le-Sec,FR,86053
3027111,Champigny-en-Beauce,FR,41035
3027113,Champigny,FR,51118
3027126,Champigneulles,FR,54115
3027129,Champignelles,FR,89073
3027130,Champigné,FR,49080
3027131,Champier,FR,38069
3027134,Champhol,FR,28070
3027141,Champgenéteux,FR,53053
3027145,Champfromier,FR,01081
3027147,Champforgeuil,FR,71081
3027152,Champfleur,FR,72056
3027154,Champey,FR,70121
3027158,Champéon,FR,53051
3027162,Champenoux,FR,54113
3027168,Champeix,FR,63080
3027174,Champeaux,FR,77082
3027184,Champdôtre,FR,21138
3027194,Champdieu,FR,42046
3027196,Champdeuil,FR,77081
3027197,Champdeniers-Saint-Denis,FR,79066
3027200,Champcueil,FR,91135
3027207,Champcevinel,FR,24098
3027225,Champanges,FR,74057
3027233,Champagny-en-Vanoise,FR,73071
3027234,Champagnolles,FR,17084
3027235,Champagnole,FR,39097
3027236,Champagnier,FR,38068
3027237,Champagney,FR,70120
3027242,Champagne-sur-Seine,FR,77079
3027243,Champagne-sur-Oise,FR,95134
3027245,Champagné-Saint-Hilaire,FR,86052
3027247,Champagne-Mouton,FR,16076
3027250,Champagné-les-Marais,FR,85049
3027255,Champagne-au-Mont-d'Or,FR,69040
3027260,Champagné,FR,72054
3027264,Champagne,FR,01451
3027265,Champagne,FR,17083
3027266,Champagne,FR,07051
3027272,Champagnac-la-Rivière,FR,87034
3027275,Champagnac-de-Belair,FR,24096
3027277,Champagnac,FR,17082
3027278,Champagnac,FR,15037
3027289,Chamoux-sur-Gelon,FR,73069
3027295,Chamouilley,FR,52099
3027301,Chamonix-Mont-Blanc,FR,74056
3027307,Chamigny,FR,77078
3027308,Chameyrat,FR,19038
3027321,Chamelet,FR,69039
3027328,Chambry,FR,02157
3027329,Chambry,FR,77077
3027335,Chambretaud,FR,85302
3027343,Chambray-lès-Tours,FR,37050
3027350,Chambourg-sur-Indre,FR,37049
3027351,Chambourcy,FR,78133
3027353,Chamboulive,FR,19037
3027355,Chambost-Longessaigne,FR,69038
3027356,Chambost-Allières,FR,69037
3027361,Chamborigaud,FR,30080
3027362,Chamboret,FR,87033
3027367,Chambon-sur-Voueize,FR,23045
3027370,Chambon-sur-Cisse,FR,41142
3027374,Chambon-la-Forêt,FR,45069
3027376,Chambonas,FR,07050
3027388,Chambon,FR,17080
3027396,Chambœuf,FR,42043
3027397,Chambly,FR,60139
3027400,Chamblet,FR,03052
3027401,Chambles,FR,42042
3027407,Chamblanc,FR,21131
3027422,Chambéry,FR,73065
3027426,Chamberet,FR,19036
3027444,Chamaret,FR,26070
3027445,Chamarandes-Choignes,FR,52125
3027446,Chamarande,FR,91132
3027447,Chamant,FR,60138
3027453,Chamalières,FR,63075
3027456,Chamagnieu,FR,38067
3027458,Chamadelle,FR,33124
3027470,Châlus,FR,87032
3027480,Chalo-Saint-Mars,FR,91130
3027482,Châlonvillars,FR,70117
3027484,Chalon-sur-Saône,FR,71076
3027487,Châlons-en-Champagne,FR,51108
3027491,Chalonnes-sur-Loire,FR,49063
3027495,Chalmoux,FR,71075
3027499,Chalmaison,FR,77076
3027501,Challuy,FR,58051
3027505,Challex,FR,01078
3027507,Challes-les-Eaux,FR,73064
3027508,Challes,FR,72053
3027513,Challans,FR,85047
3027515,Challain-la-Potherie,FR,49061
3027519,Chalindrey,FR,52093
3027521,Chaligny,FR,54111
3027524,Chalifert,FR,77075
3027527,Chalezeule,FR,25112
3027531,Châlette-sur-Loing,FR,45068
3027551,Chaleins,FR,01075
3027556,Chalautre-la-Petite,FR,77073
3027557,Chalautre-la-Grande,FR,77072
3027562,Chalandry-Elaire,FR,08096
3027565,Chalandray,FR,86050
3027570,Chalampé,FR,68064
3027572,Chalamont,FR,01074
3027574,Chalais,FR,86049
3027576,Chalais,FR,16073
3027582,Chalabre,FR,11091
3027593,Chaintreaux,FR,77071
3027596,Chaintré,FR,71074
3027598,Chaingy,FR,45067
3027604,Chainaz-les-Frasses,FR,74054
3027607,Chailly-en-Gâtinais,FR,45066
3027608,Chailly-en-Brie,FR,77070
3027609,Chailly-en-Bière,FR,77069
3027619,Chailley,FR,89069
3027621,Chaillevette,FR,17079
3027625,Chailles,FR,41032
3027627,Chaillé-les-Marais,FR,85042
3027629,Chailland,FR,53048
3027631,Chaillac-sur-Vienne,FR,87030
3027632,Chaillac,FR,36035
3027639,Chahaignes,FR,72052
3027642,Chagny,FR,71073
3027645,Chagey,FR,70116
3027646,Chaffois,FR,25110
3027653,Chadrac,FR,43046
3027670,Chacé,FR,49060
3027673,Chabris,FR,36034
3027675,Chabrillan,FR,26065
3027687,Chabreloche,FR,63072
3027693,Chabournay,FR,86048
3027695,Chabottes,FR,05029
3027696,Châbons,FR,38065
3027699,Chablis,FR,89068
3027705,Chabeuil,FR,26064
3027712,Chabenet,FR,36161
3027723,Chabanais,FR,16070
3027726,Cézy,FR,89067
3027737,Cézac,FR,33123
3027739,Ceyzérieu,FR,01073
3027740,Ceyzériat,FR,01072
3027745,Ceyreste,FR,13023
3027746,Ceyrat,FR,63070
3027751,Cevins,FR,73063
3027758,Ceton,FR,61079
3027763,Cestas,FR,33122
3027765,Cessy,FR,01071
3027767,Cesson-Sévigné,FR,35051
3027768,Cesson,FR,77067
3027770,Cessieu,FR,38064
3027783,Cessenon-sur-Orb,FR,34074
3027792,Cesny-Bois-Halbout,FR,14150
3027802,Cerzat,FR,43044
3027803,Cervon,FR,58047
3027804,Cervione,FR,2B087
3027805,Cerville,FR,54110
3027810,Cervens,FR,74053
3027816,Certines,FR,01069
3027823,Cersay,FR,79063
3027824,Cers,FR,34073
3027830,Cérons,FR,33120
3027836,Cerny,FR,91129
3027847,Cernex,FR,74052
3027850,Cernay-lès-Reims,FR,51105
3027852,Cernay-la-Ville,FR,78128
3027857,Cernay,FR,68063
3027866,Cerizay,FR,79062
3027867,Cerisy-la-Salle,FR,50111
3027868,Cerisy-la-Forêt,FR,50110
3027873,Cerisiers,FR,89066
3027875,Cerisé,FR,61077
3027880,Cérilly,FR,03048
3027883,Cergy,FR,95127
3027888,Ceret,FR,66049
3027889,Céreste,FR,04045
3027891,Cérences,FR,50109
3027893,Cerelles,FR,37047
3027898,Cerdon,FR,45063
3027899,Cerdon,FR,01068
3027900,Cercy-la-Tour,FR,58046
3027902,Cercoux,FR,17077
3027903,Cercottes,FR,45062
3027905,Cercier,FR,74051
3027906,Cercié,FR,69036
3027915,Cervera de la Marenda,FR,66048
3027918,Cérans-Foulletourte,FR,72051
3027923,Cepoy,FR,45061
3027925,Cépie,FR,11090
3027927,Cépet,FR,31136
3027936,Centrès,FR,12065
3027949,Cenon-sur-Vienne,FR,86046
3027950,Cenon,FR,33119
3027958,Cendrieux,FR,24362
3027961,Cendras,FR,30077
3027965,Cénac,FR,24091
3027967,Cénac,FR,33118
3027968,Cempuis,FR,60136
3027970,Cély,FR,77065
3027978,Cellule,FR,63244
3027980,Cellieu,FR,42032
3027984,Cellettes,FR,41031
3027986,Celles-sur-Plaine,FR,88082
3027988,Celles-sur-Durolle,FR,63066
3027989,Celles-sur-Belle,FR,79061
3027994,Celles,FR,24090
3027999,Celle-Lévescault,FR,86045
3028012,Ceintrey,FR,54109
3028020,Ceffonds,FR,52088
3028028,Cébazat,FR,63063
3028030,Ceaux-en-Loudun,FR,86044
3028031,Ceaux-en-Couhé,FR,86082
3028036,Ceaulmont,FR,36032
3028037,Ceaucé,FR,61075
3028039,Cazouls-lès-Béziers,FR,34069
3028044,Cazilhac,FR,34067
3028045,Cazilhac,FR,11088
3028048,Cazes-Mondenard,FR,82042
3028049,Cazères-sur-l'Adour,FR,40080
3028050,Cazères,FR,31135
3028072,Cazaubon,FR,32096
3028079,Cazals,FR,46066
3028090,Cayres,FR,43042
3028092,Caylus,FR,82038
3028095,Cayeux-sur-Mer,FR,80182
3028104,Cavillargues,FR,30076
3028107,Cavignac,FR,33114
3028109,Caves,FR,11086
3028110,Caveirac,FR,30075
3028117,Cavanac,FR,11085
3028118,Cavan,FR,22034
3028129,Cavalaire-sur-Mer,FR,83036
3028134,Cavaillon,FR,84035
3028138,Caux-et-Sauzens,FR,11084
3028143,Caux,FR,34063
3028144,Cauville-sur-Mer,FR,76167
3028146,Cauvigny,FR,60135
3028152,Cauterets,FR,65138
3028155,Causses-et-Veyran,FR,34061
3028157,Caussens,FR,32095
3028162,Caussade,FR,82037
3028168,Cauroir,FR,59141
3028169,Cauro,FR,2A085
3028173,Caurel,FR,51101
3028179,Caunes-Minervois,FR,11081
3028180,Cauneille,FR,40077
3028184,Caumont-sur-Garonne,FR,47061
3028185,Caumont-sur-Durance,FR,84034
3028186,Caumont-l'Éventé,FR,14143
3028190,Caumont,FR,27133
3028198,Caulnes,FR,22032
3028203,Caugé,FR,27132
3028204,Cauffry,FR,60134
3028205,Caudry,FR,59139
3028206,Caudrot,FR,33111
3028207,Caudiès-de-Fenouillèdes,FR,66046
3028211,Caudecoste,FR,47060
3028214,Caudebec-lès-Elbeuf,FR,76165
3028215,Caudebec-en-Caux,FR,76164
3028217,Caudan,FR,56036
3028219,Cauchy-à-la-Tour,FR,62217
3028231,Catus,FR,46064
3028236,Cattenom,FR,57124
3028237,Cattenières,FR,59138
3028242,Catllar,FR,66045
3028243,Catillon-sur-Sambre,FR,59137
3028244,Catillon-Fumechon,FR,60133
3028253,Catenoy,FR,60130
3028254,Catenay,FR,76163
3028258,Castries,FR,34058
3028259,Castres-Gironde,FR,33109
3028263,Castres,FR,81065
3028269,Castillonnès,FR,47057
3028271,Castillon-la-Bataille,FR,33108
3028274,Castillon-du-Gard,FR,30073
3028295,Castets-en-Dorthe,FR,33106
3028296,Castets,FR,40075
3028300,Castétis,FR,64177
3028307,Castéra-Verduzan,FR,32083
3028322,Castelsarrasin,FR,82033
3028323,Castelsagrat,FR,82032
3028332,Castelnau-sur-Gupie,FR,47056
3028333,Castelnau-Rivière-Basse,FR,65130
3028336,Castelnau-Magnoac,FR,65129
3028337,Castelnau-le-Lez,FR,34057
3028340,Castelnau-d'Estrétefonds,FR,31118
3028341,Castelnau-Montratier,FR,46063
3028342,Castelnau-de-Montmiral,FR,81064
3028343,Castelnau-de-Médoc,FR,33104
3028344,Castelnau-de-Mandailles,FR,12061
3028345,Castelnau-de-Lévis,FR,81063
3028346,Castelnau-de-Guers,FR,34056
3028347,Castelnau-de-Brassac,FR,81062
3028348,Castelnaud-de-Gratecambe,FR,47055
3028351,Castelnaudary,FR,11076
3028354,Castelnau-Chalosse,FR,40071
3028359,Castelmoron-sur-Lot,FR,47054
3028362,Castelmayran,FR,82031
3028377,Castellare-di-Casinca,FR,2B077
3028380,Castellar,FR,06035
3028382,Castellane,FR,04039
3028387,Casteljaloux,FR,47052
3028388,Castelginest,FR,31116
3028392,Castelculier,FR,47051
3028409,Castanet-Tolosan,FR,31113
3028418,Castagniers,FR,06034
3028425,Cast,FR,29025
3028428,Casson,FR,44027
3028431,Cassis,FR,13022
3028437,Casseneuil,FR,47049
3028440,Cassel,FR,59135
3028443,Cassaniouze,FR,15029
3028448,Cassagnes-Bégonhès,FR,12057
3028451,Cassagne,FR,31110
3028460,Casevecchie,FR,2B075
3028461,Cases-de-Pène,FR,66041
3028486,Carvin,FR,62215
3028492,Cartigny,FR,80177
3028493,Cartignies,FR,59134
3028501,Cartelègue,FR,33101
3028503,Carspach,FR,68062
3028505,Carsan,FR,30070
3028507,Carsac-Aillac,FR,24082
3028509,Cars,FR,33100
3028510,Carry-le-Rouet,FR,13021
3028512,Carrouges,FR,61074
3028513,Carros,FR,06033
3028520,Carrières-sur-Seine,FR,78124
3028521,Carrières-sous-Poissy,FR,78123
3028523,Carresse-Cassaber,FR,64168
3028534,Carqueiranne,FR,83034
3028535,Carquefou,FR,44026
3028537,Carpiquet,FR,14137
3028542,Carpentras,FR,84031
3028551,Caromb,FR,84030
3028552,Carolles,FR,50102
3028554,Caro,FR,56035
3028558,Carnoules,FR,83033
3028561,Carnoët,FR,22031
3028563,Carnin,FR,59133
3028564,Carnières,FR,59132
3028575,Carnac,FR,56034
3028580,Carmaux,FR,81060
3028583,Carly,FR,62214
3028584,Carlux,FR,24081
3028585,Carlus,FR,81059
3028590,Carling,FR,57123
3028591,Carlepont,FR,60129
3028596,Carla-Bayle,FR,09079
3028600,Carignan,FR,08090
3028601,Carignan-de-Bordeaux,FR,33099
3028603,Carhaix-Plouguer,FR,29024
3028606,Cargèse,FR,2A065
3028608,Carentoir,FR,56033
3028610,Carentan,FR,50099
3028612,Carency,FR,62213
3028627,Cardet,FR,30068
3028632,Cardaillac,FR,46057
3028637,Carcès,FR,83032
3028638,Carcen-Ponson,FR,40067
3028641,Carcassonne,FR,11069
3028647,Carcans,FR,33097
3028652,Carbonne,FR,31107
3028653,Carbon-Blanc,FR,33096
3028666,Carantilly,FR,50098
3028667,Carantec,FR,29023
3028674,Caraman,FR,31106
3028680,Capvern,FR,65127
3028684,Captieux,FR,33095
3028690,Cappelle-la-Grande,FR,59131
3028691,Cappelle-en-Pévèle,FR,59129
3028693,Cappel,FR,57122
3028709,Capinghem,FR,59128
3028714,Capian,FR,33093
3028720,Capestang,FR,34052
3028722,Capendu,FR,11068
3028735,Capdrot,FR,24080
3028739,Capdenac-Gare,FR,12052
3028742,Cap-d'Ail,FR,06032
3028745,Capbreton,FR,40065
3028749,Caours,FR,80171
3028750,Caouënnec-Lanvézéac,FR,22030
3028752,Caorches-Saint-Nicolas,FR,27129
3028754,Cany-Barville,FR,76159
3028767,Cantin,FR,59126
3028773,Cantenay-Épinard,FR,49055
3028774,Cantenac,FR,33268
3028779,Canteleu,FR,76157
3028783,Cantaron,FR,06031
3028796,Canon,FR,14431
3028797,Canohès,FR,66038
3028806,Cannes-Écluse,FR,77061
3028808,Cannes,FR,06029
3028811,Cannectancourt,FR,60126
3028815,Canly,FR,60125
3028819,Canisy,FR,50095
3028824,Cangey,FR,37043
3028831,Canet,FR,11067
3028832,Canet-en-Roussillon,FR,66037
3028838,Canéjan,FR,33090
3028840,Candresse,FR,40063
3028844,Candillargues,FR,34050
3028846,Candé-sur-Beuvron,FR,41029
3028851,Candé,FR,49054
3028852,Candas,FR,80168
3028856,Cancon,FR,47048
3028868,Cancale,FR,35049
3028879,Canappeville,FR,27127
3028880,Canaples,FR,80166
3028881,Canals,FR,82028
3028902,Camps-la-Source,FR,83030
3028908,Campsas,FR,82027
3028940,Campigny,FR,27126
3028943,Campigneulles-les-Petites,FR,62207
3028946,Camphin-en-Pévèle,FR,59124
3028947,Camphin-en-Carembault,FR,59123
3028954,Campénéac,FR,56032
3028958,Campeaux,FR,14061
3028966,Campbon,FR,44025
3028976,Campan,FR,65123
3028980,Campagne-sur-Aude,FR,11063
3028982,Campagne-lès-Wardrecques,FR,62205
3028983,Campagne-lès-Hesdin,FR,62204
3028985,Campagne-lès-Boulonnais,FR,62202
3028990,Campagne,FR,40061
3029002,Camors,FR,56031
3029003,Camon,FR,80164
3029006,Camoël,FR,56030
3029008,Camlez,FR,22028
3029009,Camjac,FR,12046
3029012,Camiers,FR,62201
3029021,Came,FR,64161
3029023,Cambronne-lès-Ribécourt,FR,60119
3029024,Cambronne-lès-Clermont,FR,60120
3029025,Cambron,FR,80163
3029026,Cambrin,FR,62200
3029027,Cambremer,FR,14126
3029030,Cambrai,FR,59122
3029031,Cambounet-sur-le-Sor,FR,81054
3029041,Cambo-les-Bains,FR,64160
3029044,Camblanes,FR,33085
3029046,Camblain-Châtelain,FR,62197
3029051,Cambes-en-Plaine,FR,14125
3029052,Cambes,FR,33084
3029056,Cambernon,FR,50092
3029062,Camarsac,FR,33083
3029068,Camaret-sur-Mer,FR,29022
3029069,Camaret-sur-Aigues,FR,84029
3029071,Camarès,FR,12044
3029080,Calvisson,FR,30062
3029090,Calvi,FR,2B050
3029096,Caluire-et-Cuire,FR,69034
3029098,Calonne-sur-la-Lys,FR,62195
3029099,Calonne-Ricouart,FR,62194
3029102,Calonges,FR,47046
3029107,Calmont,FR,12043
3029108,Calmont,FR,31100
3029118,Callian,FR,83029
3029121,Calleville,FR,27125
3029125,Callas,FR,83028
3029126,Callac,FR,22025
3029130,Caligny,FR,61070
3029140,Calenzana,FR,2B049
3029145,Calcatoggio,FR,2A048
3029155,Calan,FR,56029
3029162,Calais,FR,62193
3029168,Cajarc,FR,46045
3029171,Caix,FR,80162
3029174,Caissargues,FR,30060
3029178,Cairon,FR,14123
3029182,Cairanne,FR,84028
3029186,Cailloux-sur-Fontaines,FR,69033
3029201,Caillac,FR,46044
3029206,Cahuzac-sur-Vère,FR,81051
3029213,Cahors,FR,46042
3029221,Cahagnes,FR,14120
3029222,Cagny,FR,80160
3029223,Cagny,FR,14119
3029224,Cagnotte,FR,40059
3029227,Cagnes-sur-Mer,FR,06027
3029229,Cagnac-les-Mines,FR,81048
3029234,Caëstre,FR,59120
3029241,Caen,FR,14118
3029245,Cadours,FR,31098
3029248,Cadolive,FR,13020
3029252,Cadillac-en-Fronsadais,FR,33082
3029253,Cadillac,FR,33081
3029254,Caderousse,FR,84027
3029256,Cadenet,FR,84026
3029257,Caden,FR,56028
3029265,Cadaujac,FR,33080
3029271,Cadalen,FR,81046
3029276,Cachan,FR,94016
3029282,Cabris,FR,06026
3029283,Cabriès,FR,13019
3029286,Cabrières,FR,30057
3029297,Cabourg,FR,14117
3029302,Cabestany,FR,66028
3029306,Cabasse,FR,83026
3029309,Cabariot,FR,17075
3029312,Cabannes,FR,13018
3029320,Cabanac-et-Villagrains,FR,33077
3029328,Byans-sur-Doubs,FR,25105
3029331,Buzy-Darmont,FR,55094
3029333,Buzy,FR,64157
3029338,Buzet-sur-Tarn,FR,31094
3029339,Buzet-sur-Baïse,FR,47043
3029345,Buzançais,FR,36031
3029350,Buxy,FR,71070
3029355,Buxières-les-Mines,FR,03046
3029365,Buxerolles,FR,86041
3029373,Butten,FR,67072
3029377,Butry-sur-Oise,FR,95120
3029381,Buthiers,FR,77060
3029385,Busy,FR,25103
3029391,Bussy-Saint-Martin,FR,77059
3029392,Bussy-Saint-Georges,FR,77058
3029403,Bussy-en-Othe,FR,89059
3029426,Bussières,FR,71069
3029428,Bussières,FR,42029
3029429,Bussière-Poitevine,FR,87028
3029432,Bussière-Galant,FR,87027
3029433,Bussière-Dunoise,FR,23036
